season,team_a,team_b,seed_a,seed_b,seed_diff,round_num,resume_diff,elo_diff,b_power_diff,r_score_diff,kadj_em_diff,bart_diff,preseason_em_diff,seed_champ_pct_diff,seed_a_upset_rate_vs_seed_b,season_upsets_round,season_upsets_total,h2h_win_pct,label
2008,Georgetown,UMBC,2.0,15.0,-13.0,64.0,155.0,-70.0,-120.0,99.8,20.88333,0.37,,0.977,0.8888888888888888,6.0,9.0,0.5,1
2008,UMBC,Georgetown,15.0,2.0,13.0,64.0,-155.0,70.0,120.0,-99.8,-20.88333,-0.37,,-0.977,0.1111111111111111,6.0,9.0,0.5,0
2008,Louisville,Boise St,3.0,14.0,-11.0,64.0,,,,,,,,0.802,0.875,6.0,9.0,0.5,1
2008,Boise St,Louisville,14.0,3.0,11.0,64.0,,,,,,,,-0.802,0.125,6.0,9.0,0.5,0
2008,Memphis,UT Arlington,1.0,16.0,-15.0,64.0,166.0,-146.0,-176.0,100.0,31.37541,0.53,,0.9990000000000001,0.9577464788732395,6.0,9.0,0.5,1
2008,UT Arlington,Memphis,16.0,1.0,15.0,64.0,-166.0,146.0,176.0,-100.0,-31.37541,-0.53,,-0.9990000000000001,0.04225352112676056,6.0,9.0,0.5,0
2008,Miami FL,St Mary's CA,7.0,10.0,-3.0,64.0,16.0,7.0,8.0,14.800000000000011,-1.3148,-0.009000000000000008,,0.091,0.5625,6.0,9.0,0.5,1
2008,St Mary's CA,Miami FL,10.0,7.0,3.0,64.0,-16.0,-7.0,-8.0,-14.800000000000011,1.3148,0.009000000000000008,,-0.091,0.4375,6.0,9.0,0.5,0
2008,Mississippi St,Oregon,8.0,9.0,-1.0,64.0,,,,,,,,0.03900000000000001,0.9855072463768116,6.0,9.0,0.5,1
2008,Oregon,Mississippi St,9.0,8.0,1.0,64.0,,,,,,,,-0.03900000000000001,0.014492753623188406,6.0,9.0,0.5,0
2008,North Carolina,Mt St Mary's,1.0,16.0,-15.0,64.0,,,,,,,,0.9990000000000001,0.9577464788732395,6.0,9.0,0.5,1
2008,Mt St Mary's,North Carolina,16.0,1.0,15.0,64.0,,,,,,,,-0.9990000000000001,0.04225352112676056,6.0,9.0,0.5,0
2008,Oklahoma,St Joseph's PA,6.0,11.0,-5.0,64.0,,,,,,,,0.194,0.4925373134328358,6.0,9.0,0.5,1
2008,St Joseph's PA,Oklahoma,11.0,6.0,5.0,64.0,,,,,,,,-0.194,0.5074626865671642,6.0,9.0,0.5,0
2008,San Diego,Connecticut,13.0,4.0,9.0,64.0,-59.0,50.0,94.0,-99.2,-14.58866,-0.28700000000000003,,-0.752,0.2222222222222222,6.0,9.0,0.5,1
2008,Connecticut,San Diego,4.0,13.0,-9.0,64.0,59.0,-50.0,-94.0,99.2,14.58866,0.28700000000000003,,0.752,0.7777777777777778,6.0,9.0,0.5,0
2008,Siena,Vanderbilt,13.0,4.0,9.0,64.0,-82.0,34.0,48.0,-98.10000000000001,-6.762510000000001,-0.15899999999999992,,-0.752,0.2222222222222222,6.0,9.0,0.5,1
2008,Vanderbilt,Siena,4.0,13.0,-9.0,64.0,82.0,-34.0,-48.0,98.10000000000001,6.762510000000001,0.15899999999999992,,0.752,0.7777777777777778,6.0,9.0,0.5,0
2008,Tennessee,American Univ,2.0,15.0,-13.0,64.0,,,,,,,,0.977,0.8888888888888888,6.0,9.0,0.5,1
2008,American Univ,Tennessee,15.0,2.0,13.0,64.0,,,,,,,,-0.977,0.1111111111111111,6.0,9.0,0.5,0
2008,Texas,Austin Peay,2.0,15.0,-13.0,64.0,162.0,-92.0,-155.0,99.9,25.0244,0.47,,0.977,0.8888888888888888,6.0,9.0,0.5,1
2008,Austin Peay,Texas,15.0,2.0,13.0,64.0,-162.0,92.0,155.0,-99.9,-25.0244,-0.47,,-0.977,0.1111111111111111,6.0,9.0,0.5,0
2008,Villanova,Clemson,12.0,5.0,7.0,64.0,-3.0,27.0,43.0,-37.900000000000006,-9.384200000000002,-0.123,,-0.464,0.4142857142857143,6.0,9.0,0.5,1
2008,Clemson,Villanova,5.0,12.0,-7.0,64.0,3.0,-27.0,-43.0,37.900000000000006,9.384200000000002,0.123,,0.464,0.5857142857142856,6.0,9.0,0.5,0
2008,WKU,Drake,12.0,5.0,7.0,32.0,,,,,,,,-0.464,0.0625,2.0,9.0,0.5,1
2008,Drake,WKU,5.0,12.0,-7.0,32.0,,,,,,,,0.464,0.9375,2.0,9.0,0.5,0
2008,Kansas,UNLV,1.0,8.0,-7.0,32.0,29.0,-17.0,-49.0,9.400000000000006,20.345399999999998,0.14600000000000002,,0.8360000000000001,0.7837837837837838,2.0,9.0,0.5,1
2008,UNLV,Kansas,8.0,1.0,7.0,32.0,-29.0,17.0,49.0,-9.400000000000006,-20.345399999999998,-0.14600000000000002,,-0.8360000000000001,0.21621621621621623,2.0,9.0,0.5,0
2008,Michigan St,Pittsburgh,5.0,4.0,1.0,32.0,-7.0,8.0,-6.0,-0.20000000000000284,1.369799999999998,0.015000000000000013,,-0.248,0.02564102564102564,2.0,9.0,0.5,1
2008,Pittsburgh,Michigan St,4.0,5.0,-1.0,32.0,7.0,-8.0,6.0,0.20000000000000284,-1.369799999999998,-0.015000000000000013,,0.248,0.9743589743589743,2.0,9.0,0.5,0
2008,Stanford,Marquette,3.0,6.0,-3.0,32.0,20.0,-15.0,-7.0,0.9000000000000057,2.091899999999999,0.0010000000000000009,,0.49500000000000005,0.71875,2.0,9.0,0.5,1
2008,Marquette,Stanford,6.0,3.0,3.0,32.0,-20.0,15.0,7.0,-0.9000000000000057,-2.091899999999999,-0.0010000000000000009,,-0.49500000000000005,0.28125,2.0,9.0,0.5,0
2008,UCLA,Texas A&M,1.0,9.0,-8.0,32.0,28.0,-36.0,-20.0,6.599999999999994,10.9727,0.04899999999999993,,0.8750000000000001,0.8947368421052632,2.0,9.0,0.5,1
2008,Texas A&M,UCLA,9.0,1.0,8.0,32.0,-28.0,36.0,20.0,-6.599999999999994,-10.9727,-0.04899999999999993,,-0.8750000000000001,0.10526315789473684,2.0,9.0,0.5,0
2008,Washington St,Notre Dame,4.0,5.0,-1.0,32.0,,,,,,,,0.248,0.9743589743589743,2.0,9.0,0.5,1
2008,Notre Dame,Washington St,5.0,4.0,1.0,32.0,,,,,,,,-0.248,0.02564102564102564,2.0,9.0,0.5,0
2008,West Virginia,Duke,7.0,2.0,5.0,32.0,-27.0,18.0,15.0,-3.1000000000000085,-7.488499999999998,-0.04799999999999993,,-0.751,0.34285714285714286,2.0,9.0,0.5,1
2008,Duke,West Virginia,2.0,7.0,-5.0,32.0,27.0,-18.0,-15.0,3.1000000000000085,7.488499999999998,0.04799999999999993,,0.751,0.6571428571428571,2.0,9.0,0.5,0
2008,Wisconsin,Kansas St,3.0,11.0,-8.0,32.0,,,,,,,,0.6890000000000001,0.5517241379310345,2.0,9.0,0.5,1
2008,Kansas St,Wisconsin,11.0,3.0,8.0,32.0,,,,,,,,-0.6890000000000001,0.4482758620689655,2.0,9.0,0.5,0
2008,Xavier,Purdue,3.0,6.0,-3.0,32.0,12.0,-13.0,-17.0,4.900000000000006,4.256300000000003,0.03300000000000003,,0.49500000000000005,0.71875,2.0,9.0,0.5,1
2008,Purdue,Xavier,6.0,3.0,3.0,32.0,-12.0,13.0,17.0,-4.900000000000006,-4.256300000000003,-0.03300000000000003,,-0.49500000000000005,0.28125,2.0,9.0,0.5,0
2008,Davidson,Georgetown,10.0,2.0,8.0,32.0,-124.0,7.0,11.0,-89.6,-4.430399999999999,-0.052999999999999936,,-0.842,0.25925925925925924,2.0,9.0,0.5,1
2008,Georgetown,Davidson,2.0,10.0,-8.0,32.0,124.0,-7.0,-11.0,89.6,4.430399999999999,0.052999999999999936,,0.842,0.7407407407407407,2.0,9.0,0.5,0
2008,Louisville,Oklahoma,3.0,6.0,-3.0,32.0,19.0,-21.0,-29.0,4.200000000000003,8.1229,0.07700000000000007,,0.49500000000000005,0.71875,2.0,9.0,0.5,1
2008,Oklahoma,Louisville,6.0,3.0,3.0,32.0,-19.0,21.0,29.0,-4.200000000000003,-8.1229,-0.07700000000000007,,-0.49500000000000005,0.28125,2.0,9.0,0.5,0
2008,Memphis,Mississippi St,1.0,8.0,-7.0,32.0,,,,,,,,0.8360000000000001,0.7837837837837838,2.0,9.0,0.5,1
2008,Mississippi St,Memphis,8.0,1.0,7.0,32.0,,,,,,,,-0.8360000000000001,0.21621621621621623,2.0,9.0,0.5,0
2008,North Carolina,Arkansas,1.0,9.0,-8.0,32.0,13.0,-41.0,-38.0,5.0,13.2768,0.09399999999999997,,0.8750000000000001,0.8947368421052632,2.0,9.0,0.5,1
2008,Arkansas,North Carolina,9.0,1.0,8.0,32.0,-13.0,41.0,38.0,-5.0,-13.2768,-0.09399999999999997,,-0.8750000000000001,0.10526315789473684,2.0,9.0,0.5,0
2008,Tennessee,Butler,2.0,7.0,-5.0,32.0,60.0,-3.0,-11.0,3.0,3.0397,0.04600000000000004,,0.751,0.6571428571428571,2.0,9.0,0.5,1
2008,Butler,Tennessee,7.0,2.0,5.0,32.0,-60.0,3.0,11.0,-3.0,-3.0397,-0.04600000000000004,,-0.751,0.34285714285714286,2.0,9.0,0.5,0
2008,Texas,Miami FL,2.0,7.0,-5.0,32.0,34.0,-36.0,-36.0,10.5,10.455599999999999,0.09499999999999997,,0.751,0.6571428571428571,2.0,9.0,0.5,1
2008,Miami FL,Texas,7.0,2.0,5.0,32.0,-34.0,36.0,36.0,-10.5,-10.455599999999999,-0.09499999999999997,,-0.751,0.34285714285714286,2.0,9.0,0.5,0
2008,Villanova,Siena,12.0,13.0,-1.0,32.0,68.0,-17.0,-44.0,60.699999999999996,6.22771,0.138,,0.04,0.9230769230769231,2.0,9.0,0.5,1
2008,Siena,Villanova,13.0,12.0,1.0,32.0,-68.0,17.0,44.0,-60.699999999999996,-6.22771,-0.138,,-0.04,0.07692307692307693,2.0,9.0,0.5,0
2008,WKU,San Diego,12.0,13.0,-1.0,16.0,,,,,,,,0.04,0.9166666666666666,1.0,9.0,0.5,1
2008,San Diego,WKU,13.0,12.0,1.0,16.0,,,,,,,,-0.04,0.08333333333333333,1.0,9.0,0.5,0
2008,Louisville,Tennessee,3.0,2.0,1.0,16.0,-2.0,9.0,-4.0,-0.20000000000000284,0.8608000000000011,0.0010000000000000009,,-0.16999999999999993,0.043478260869565216,1.0,9.0,0.5,1
2008,Tennessee,Louisville,2.0,3.0,-1.0,16.0,2.0,-9.0,4.0,0.20000000000000284,-0.8608000000000011,-0.0010000000000000009,,0.16999999999999993,0.9565217391304348,1.0,9.0,0.5,0
2008,North Carolina,Washington St,1.0,4.0,-3.0,16.0,,,,,,,,0.2410000000000001,0.6666666666666667,1.0,9.0,0.5,1
2008,Washington St,North Carolina,4.0,1.0,3.0,16.0,,,,,,,,-0.2410000000000001,0.3333333333333333,1.0,9.0,0.5,0
2008,UCLA,WKU,1.0,12.0,-11.0,16.0,,,,,,,,0.9530000000000001,0.9285714285714286,1.0,9.0,0.5,1
2008,WKU,UCLA,12.0,1.0,11.0,16.0,,,,,,,,-0.9530000000000001,0.07142857142857142,1.0,9.0,0.5,0
2008,Xavier,West Virginia,3.0,7.0,-4.0,16.0,25.0,-16.0,-7.0,2.9000000000000057,2.205300000000001,0.015000000000000013,,0.5810000000000001,0.6666666666666667,1.0,9.0,0.5,1
2008,West Virginia,Xavier,7.0,3.0,4.0,16.0,-25.0,16.0,7.0,-2.9000000000000057,-2.205300000000001,-0.015000000000000013,,-0.5810000000000001,0.3333333333333333,1.0,9.0,0.5,0
2008,Davidson,Wisconsin,10.0,3.0,7.0,16.0,-129.0,9.0,12.0,-89.7,-6.857499999999998,-0.06599999999999995,,-0.672,0.16666666666666666,1.0,9.0,0.5,1
2008,Wisconsin,Davidson,3.0,10.0,-7.0,16.0,129.0,-9.0,-12.0,89.7,6.857499999999998,0.06599999999999995,,0.672,0.8333333333333334,1.0,9.0,0.5,0
2008,Kansas,Villanova,1.0,12.0,-11.0,16.0,25.0,-43.0,-54.0,39.10000000000001,20.983600000000003,0.17299999999999993,,0.9530000000000001,0.9285714285714286,1.0,9.0,0.5,1
2008,Villanova,Kansas,12.0,1.0,11.0,16.0,-25.0,43.0,54.0,-39.10000000000001,-20.983600000000003,-0.17299999999999993,,-0.9530000000000001,0.07142857142857142,1.0,9.0,0.5,0
2008,Memphis,Michigan St,1.0,5.0,-4.0,16.0,5.0,-21.0,-14.0,0.5,8.496500000000001,0.052999999999999936,,0.4890000000000001,0.631578947368421,1.0,9.0,0.5,1
2008,Michigan St,Memphis,5.0,1.0,4.0,16.0,-5.0,21.0,14.0,-0.5,-8.496500000000001,-0.052999999999999936,,-0.4890000000000001,0.3684210526315789,1.0,9.0,0.5,0
2008,Texas,Stanford,2.0,3.0,-1.0,8.0,5.0,-4.0,-1.0,0.20000000000000284,0.9151999999999987,0.007999999999999896,,0.16999999999999993,0.9473684210526316,0.0,9.0,0.5,1
2008,Stanford,Texas,3.0,2.0,1.0,8.0,-5.0,4.0,1.0,-0.20000000000000284,-0.9151999999999987,-0.007999999999999896,,-0.16999999999999993,0.05263157894736842,0.0,9.0,0.5,0
2008,North Carolina,Louisville,1.0,3.0,-2.0,8.0,4.0,-14.0,-7.0,0.29999999999999716,4.9466,0.020999999999999908,,0.19200000000000006,0.7333333333333334,0.0,9.0,0.5,1
2008,Louisville,North Carolina,3.0,1.0,2.0,8.0,-4.0,14.0,7.0,-0.29999999999999716,-4.9466,-0.020999999999999908,,-0.19200000000000006,0.26666666666666666,0.0,9.0,0.5,0
2008,UCLA,Xavier,1.0,3.0,-2.0,8.0,6.0,-11.0,-11.0,0.29999999999999716,8.229999999999997,0.038999999999999924,,0.19200000000000006,0.7333333333333334,0.0,9.0,0.5,1
2008,Xavier,UCLA,3.0,1.0,2.0,8.0,-6.0,11.0,11.0,-0.29999999999999716,-8.229999999999997,-0.038999999999999924,,-0.19200000000000006,0.26666666666666666,0.0,9.0,0.5,0
2008,Kansas,Davidson,1.0,10.0,-9.0,8.0,127.0,-10.0,-17.0,89.7,13.4115,0.08699999999999997,,0.8640000000000001,0.8,0.0,9.0,0.5,1
2008,Davidson,Kansas,10.0,1.0,9.0,8.0,-127.0,10.0,17.0,-89.7,-13.4115,-0.08699999999999997,,-0.8640000000000001,0.2,0.0,9.0,0.5,0
2008,Memphis,Texas,1.0,2.0,-1.0,4.0,-9.0,-5.0,-5.0,0.09999999999999432,4.526600000000002,0.028000000000000025,,0.02200000000000013,0.9444444444444444,0.0,9.0,0.5,1
2008,Texas,Memphis,2.0,1.0,1.0,4.0,9.0,5.0,5.0,-0.09999999999999432,-4.526600000000002,-0.028000000000000025,,-0.02200000000000013,0.05555555555555555,0.0,9.0,0.5,0
2008,Kansas,North Carolina,1.0,1.0,0.0,4.0,-9.0,3.0,-3.0,-0.09999999999999432,5.8201,0.025000000000000022,,0.0,0.5,0.0,9.0,0.5,1
2008,North Carolina,Kansas,1.0,1.0,0.0,4.0,9.0,-3.0,3.0,0.09999999999999432,-5.8201,-0.025000000000000022,,0.0,0.5,0.0,9.0,0.5,0
2008,Memphis,UCLA,1.0,1.0,0.0,2.0,-11.0,1.0,1.0,0.0,-1.1973999999999982,0.0030000000000000027,,0.0,0.5,0.0,0.0,0.5,1
2008,UCLA,Memphis,1.0,1.0,0.0,2.0,11.0,-1.0,-1.0,0.0,1.1973999999999982,-0.0030000000000000027,,0.0,0.5,0.0,0.0,0.5,0
2008,Kansas,Memphis,1.0,1.0,0.0,64.0,1.0,1.0,-2.0,-0.09999999999999432,4.5868,0.01200000000000001,,0.0,0.5,6.0,9.0,0.5,1
2008,Memphis,Kansas,1.0,1.0,0.0,64.0,-1.0,-1.0,2.0,0.09999999999999432,-4.5868,-0.01200000000000001,,0.0,0.5,6.0,9.0,0.5,0
2009,Morehead St,Alabama St,16.0,16.0,0.0,64.0,,,,,,,,0.0,0.5,8.0,9.0,0.5,1
2009,Alabama St,Morehead St,16.0,16.0,0.0,64.0,,,,,,,,0.0,0.5,8.0,9.0,0.5,0
2009,Connecticut,Chattanooga,1.0,16.0,-15.0,64.0,153.0,-178.0,-205.0,99.9,31.88578,0.5549999999999999,,0.9990000000000001,0.9577464788732395,8.0,9.0,0.5,1
2009,Chattanooga,Connecticut,16.0,1.0,15.0,64.0,-153.0,178.0,205.0,-99.9,-31.88578,-0.5549999999999999,,-0.9990000000000001,0.04225352112676056,8.0,9.0,0.5,0
2009,Duke,Binghamton,2.0,15.0,-13.0,64.0,173.0,-79.0,-170.0,99.9,26.19982,0.48,,0.977,0.8888888888888888,8.0,9.0,0.5,1
2009,Binghamton,Duke,15.0,2.0,13.0,64.0,-173.0,79.0,170.0,-99.9,-26.19982,-0.48,,-0.977,0.1111111111111111,8.0,9.0,0.5,0
2009,Gonzaga,Akron,4.0,13.0,-9.0,64.0,84.0,-80.0,-89.0,98.9,18.970799999999997,0.251,,0.752,0.7777777777777778,8.0,9.0,0.5,1
2009,Akron,Gonzaga,13.0,4.0,9.0,64.0,-84.0,80.0,89.0,-98.9,-18.970799999999997,-0.251,,-0.752,0.2222222222222222,8.0,9.0,0.5,0
2009,LSU,Butler,8.0,9.0,-1.0,64.0,-4.0,6.0,10.0,-17.69999999999999,-1.440900000000001,-0.0030000000000000027,,0.03900000000000001,0.9855072463768116,8.0,9.0,0.5,1
2009,Butler,LSU,9.0,8.0,1.0,64.0,4.0,-6.0,-10.0,17.69999999999999,1.440900000000001,0.0030000000000000027,,-0.03900000000000001,0.014492753623188406,8.0,9.0,0.5,0
2009,Maryland,California,10.0,7.0,3.0,64.0,-10.0,13.0,28.0,-42.0,-4.933,-0.061000000000000054,,-0.091,0.4375,8.0,9.0,0.5,1
2009,California,Maryland,7.0,10.0,-3.0,64.0,10.0,-13.0,-28.0,42.0,4.933,0.061000000000000054,,0.091,0.5625,8.0,9.0,0.5,0
2009,Memphis,CS Northridge,2.0,15.0,-13.0,64.0,,,,,,,,0.977,0.8888888888888888,8.0,9.0,0.5,1
2009,CS Northridge,Memphis,15.0,2.0,13.0,64.0,,,,,,,,-0.977,0.1111111111111111,8.0,9.0,0.5,0
2009,Michigan,Clemson,10.0,7.0,3.0,64.0,25.0,16.0,27.0,-10.899999999999991,-5.795400000000001,-0.07000000000000006,,-0.091,0.4375,8.0,9.0,0.5,1
2009,Clemson,Michigan,7.0,10.0,-3.0,64.0,-25.0,-16.0,-27.0,10.899999999999991,5.795400000000001,0.07000000000000006,,0.091,0.5625,8.0,9.0,0.5,0
2009,North Carolina,Radford,1.0,16.0,-15.0,64.0,154.0,-105.0,-167.0,99.9,29.02269,0.5029999999999999,,0.9990000000000001,0.9577464788732395,8.0,9.0,0.5,1
2009,Radford,North Carolina,16.0,1.0,15.0,64.0,-154.0,105.0,167.0,-99.9,-29.02269,-0.5029999999999999,,-0.9990000000000001,0.04225352112676056,8.0,9.0,0.5,0
2009,Oklahoma,Morgan St,2.0,15.0,-13.0,64.0,,,,,,,,0.977,0.8888888888888888,8.0,9.0,0.5,1
2009,Morgan St,Oklahoma,15.0,2.0,13.0,64.0,,,,,,,,-0.977,0.1111111111111111,8.0,9.0,0.5,0
2009,Purdue,Northern Iowa,5.0,12.0,-7.0,64.0,40.0,-29.0,-67.0,95.4,12.11167,0.20300000000000007,,0.464,0.5857142857142856,8.0,9.0,0.5,1
2009,Northern Iowa,Purdue,12.0,5.0,7.0,64.0,-40.0,29.0,67.0,-95.4,-12.11167,-0.20300000000000007,,-0.464,0.4142857142857143,8.0,9.0,0.5,0
2009,Texas,Minnesota,7.0,10.0,-3.0,64.0,10.0,-11.0,-13.0,8.700000000000003,2.7483000000000004,0.04400000000000004,,0.091,0.5625,8.0,9.0,0.5,1
2009,Minnesota,Texas,10.0,7.0,3.0,64.0,-10.0,11.0,13.0,-8.700000000000003,-2.7483000000000004,-0.04400000000000004,,-0.091,0.4375,8.0,9.0,0.5,0
2009,Texas A&M,BYU,9.0,8.0,1.0,64.0,-1.0,22.0,31.0,-10.400000000000006,-7.2845999999999975,-0.08300000000000007,,-0.03900000000000001,0.014492753623188406,8.0,9.0,0.5,1
2009,BYU,Texas A&M,8.0,9.0,-1.0,64.0,1.0,-22.0,-31.0,10.400000000000006,7.2845999999999975,0.08300000000000007,,0.03900000000000001,0.9855072463768116,8.0,9.0,0.5,0
2009,UCLA,VCU,6.0,11.0,-5.0,64.0,94.0,-30.0,-49.0,96.60000000000001,12.353500000000002,0.1399999999999999,,0.194,0.4925373134328358,8.0,9.0,0.5,1
2009,VCU,UCLA,11.0,6.0,5.0,64.0,-94.0,30.0,49.0,-96.60000000000001,-12.353500000000002,-0.1399999999999999,,-0.194,0.5074626865671642,8.0,9.0,0.5,0
