season,team_a,team_b,seed_a,seed_b,seed_diff,round_num,resume_diff,elo_diff,b_power_diff,r_score_diff,kadj_em_diff,bart_diff,preseason_em_diff,seed_champ_pct_diff,seed_a_upset_rate_vs_seed_b,season_upsets_round,season_upsets_total,h2h_win_pct,h2h_point_diff,last10_win_pct_diff,last10_margin_diff,path_beaten_strength_diff,label
2017,North Carolina,Kentucky,1.0,2.0,-1.0,2.0,6.0,5.0,-1.0,0.0,0.7426999999999992,-0.0010000000000000009,-0.379999999999999,0.02200000000000013,0.9375,0.0,0.0,0.0,-3.0,-0.19999999999999996,3.3000000000000007,-3.5,1
2017,Kentucky,North Carolina,2.0,1.0,1.0,2.0,-6.0,-5.0,1.0,0.0,-0.7426999999999992,0.0010000000000000009,0.379999999999999,-0.02200000000000013,0.0625,0.0,0.0,1.0,3.0,0.19999999999999996,-3.3000000000000007,3.5,0
2018,Kansas,Duke,1.0,2.0,-1.0,2.0,3.0,-5.0,4.7,0.0,-5.895999999999997,-0.017000000000000015,0.9100000000000001,0.02200000000000013,0.9375,0.0,0.0,0.5,0.0,0.09999999999999998,-3.5,-1.0,1
2018,Duke,Kansas,2.0,1.0,1.0,2.0,-3.0,5.0,-4.7,0.0,5.895999999999997,0.017000000000000015,-0.9100000000000001,-0.02200000000000013,0.0625,0.0,0.0,0.5,0.0,-0.09999999999999998,3.5,1.0,0
2019,Auburn,Kentucky,5.0,2.0,3.0,2.0,-14.0,6.0,5.3999999999999995,-0.5,-4.081599999999998,-0.015999999999999903,-4.939999999999998,-0.46699999999999997,0.09090909090909091,0.0,0.0,0.0,-14.5,0.19999999999999996,0.5,3.0,1
2019,Kentucky,Auburn,2.0,5.0,-3.0,2.0,14.0,-6.0,-5.3999999999999995,0.5,4.081599999999998,0.015999999999999903,4.939999999999998,0.46699999999999997,0.9090909090909091,0.0,0.0,1.0,14.5,-0.19999999999999996,-0.5,-3.0,0
2021,UCLA,Michigan,11.0,1.0,10.0,2.0,-50.0,33.0,39.3,-30.200000000000003,-14.873999999999999,-0.07399999999999995,-2.5700000000000003,-0.8810000000000001,0.1,0.0,0.0,0.5,0.0,-0.09999999999999998,-4.1,3.5,1
2021,Michigan,UCLA,1.0,11.0,-10.0,2.0,50.0,-33.0,-39.3,30.200000000000003,14.873999999999999,0.07399999999999995,2.5700000000000003,0.8810000000000001,0.9,0.0,0.0,0.5,0.0,0.09999999999999998,4.1,-3.5,0
2022,Kansas,Miami FL,1.0,10.0,-9.0,2.0,39.0,-37.0,-55.599999999999994,28.0,12.871300000000002,0.138,16.04,0.8640000000000001,0.9,0.0,0.0,0.5,0.0,0.10000000000000009,1.2999999999999998,-5.5,1
2022,Miami FL,Kansas,10.0,1.0,9.0,2.0,-39.0,37.0,55.599999999999994,-28.0,-12.871300000000002,-0.138,-16.04,-0.8640000000000001,0.1,0.0,0.0,0.5,0.0,-0.10000000000000009,-1.2999999999999998,5.5,0
2023,Miami FL,Texas,5.0,2.0,3.0,2.0,-40.0,9.0,31.000000000000004,-1.9000000000000057,-9.655899999999999,-0.08700000000000008,-12.329999999999998,-0.46699999999999997,0.09090909090909091,0.0,0.0,0.5,0.0,0.0,-4.4,0.5,1
2023,Texas,Miami FL,2.0,5.0,-3.0,2.0,40.0,-9.0,-31.000000000000004,1.9000000000000057,9.655899999999999,0.08700000000000008,12.329999999999998,0.46699999999999997,0.9090909090909091,0.0,0.0,0.5,0.0,0.0,4.4,-0.5,0
2024,NC State,Duke,11.0,4.0,7.0,2.0,-15.0,32.0,49.5,-79.77,-11.8207,-0.129,-10.46,-0.64,0.1,0.0,0.0,0.5,-5.0,0.10000000000000009,-8.5,2.5,1
2024,Duke,NC State,4.0,11.0,-7.0,2.0,15.0,-32.0,-49.5,79.77,11.8207,0.129,10.46,0.64,0.9,0.0,0.0,0.5,5.0,-0.10000000000000009,8.5,-2.5,0
2025,Auburn,Michigan St,1.0,2.0,-1.0,2.0,5.0,-1.0,-7.3999999999999995,0.060000000000002274,7.4720999999999975,0.03500000000000003,9.2,0.02200000000000013,0.9375,0.0,0.0,0.5,0.0,-0.20000000000000007,-0.1999999999999993,2.5,1
2025,Michigan St,Auburn,2.0,1.0,1.0,2.0,-5.0,1.0,7.3999999999999995,-0.060000000000002274,-7.4720999999999975,-0.03500000000000003,-9.2,-0.02200000000000013,0.0625,0.0,0.0,0.5,0.0,0.20000000000000007,0.1999999999999993,-2.5,0
