season,team_a,team_b,seed_a,seed_b,seed_diff,round_num,resume_diff,elo_diff,b_power_diff,r_score_diff,kadj_em_diff,bart_diff,preseason_em_diff,seed_champ_pct_diff,seed_a_upset_rate_vs_seed_b,season_upsets_round,season_upsets_total,h2h_win_pct,h2h_point_diff,last10_win_pct_diff,last10_margin_diff,path_beaten_strength_diff,label
2011,Butler,Florida,8.0,2.0,6.0,4.0,-51.0,20.0,23.0,-56.0,-4.531000000000001,-0.052000000000000046,,-0.814,0.3,0.0,16.0,0.5,0.0,0.19999999999999996,0.29999999999999893,6.0,1
2011,Florida,Butler,2.0,8.0,-6.0,4.0,51.0,-20.0,-23.0,56.0,4.531000000000001,0.052000000000000046,,0.814,0.7,0.0,16.0,0.5,0.0,-0.19999999999999996,-0.29999999999999893,-6.0,0
2011,Connecticut,Arizona,3.0,5.0,-2.0,4.0,55.0,-7.0,-9.0,4.299999999999997,2.8195999999999977,0.0020000000000000018,,0.29700000000000004,0.9,0.0,16.0,0.5,0.0,0.10000000000000009,6.800000000000001,-2.0,1
2011,Arizona,Connecticut,5.0,3.0,2.0,4.0,-55.0,7.0,9.0,-4.299999999999997,-2.8195999999999977,-0.0020000000000000018,,-0.29700000000000004,0.1,0.0,16.0,0.5,0.0,-0.10000000000000009,-6.800000000000001,2.0,0
2012,Louisville,Florida,4.0,7.0,-3.0,4.0,18.0,-22.0,3.0,2.0,-1.475200000000001,-0.017000000000000015,0.6800000000000033,0.532,0.9,0.0,13.0,0.5,0.0,0.20000000000000007,-2.8,3.5,1
2012,Florida,Louisville,7.0,4.0,3.0,4.0,-18.0,22.0,-3.0,-2.0,1.475200000000001,0.017000000000000015,-0.6800000000000033,-0.532,0.1,0.0,13.0,0.5,0.0,-0.20000000000000007,2.8,-3.5,0
2012,Ohio St,Syracuse,2.0,1.0,1.0,4.0,-1.0,5.0,-5.0,-0.09999999999999432,4.393099999999997,0.025000000000000022,4.789999999999999,-0.02200000000000013,0.05555555555555555,0.0,13.0,0.5,0.0,-0.09999999999999998,3.9000000000000004,1.0,1
2012,Syracuse,Ohio St,1.0,2.0,-1.0,4.0,1.0,-5.0,5.0,0.09999999999999432,-4.393099999999997,-0.025000000000000022,-4.789999999999999,0.02200000000000013,0.9444444444444444,0.0,13.0,0.5,0.0,0.09999999999999998,-3.9000000000000004,-1.0,0
2013,Syracuse,Marquette,4.0,3.0,1.0,4.0,-1.0,2.0,-13.0,0.19999999999998863,3.9102999999999994,0.041000000000000036,6.109999999999999,-0.049000000000000044,0.09090909090909091,0.0,14.0,0.0,-3.0,-0.10000000000000009,1.8000000000000007,-2.5,1
2013,Marquette,Syracuse,3.0,4.0,-1.0,4.0,1.0,-2.0,13.0,-0.19999999999998863,-3.9102999999999994,-0.041000000000000036,-6.109999999999999,0.049000000000000044,0.9090909090909091,0.0,14.0,1.0,3.0,0.10000000000000009,-1.8000000000000007,2.5,0
2013,Wichita St,Ohio St,9.0,2.0,7.0,4.0,,,,,,,,-0.853,0.1,0.0,14.0,0.5,0.0,-0.30000000000000004,-3.799999999999999,10.5,1
2013,Ohio St,Wichita St,2.0,9.0,-7.0,4.0,,,,,,,,0.853,0.9,0.0,14.0,0.5,0.0,0.30000000000000004,3.799999999999999,-10.5,0
2014,Florida,Dayton,1.0,11.0,-10.0,4.0,29.0,-41.0,-53.0,31.700000000000003,14.8268,0.15999999999999992,14.799999999999999,0.8810000000000001,0.9090909090909091,2.0,19.0,0.5,0.0,0.19999999999999996,11.2,-8.0,1
2014,Dayton,Florida,11.0,1.0,10.0,4.0,-29.0,41.0,53.0,-31.700000000000003,-14.8268,-0.15999999999999992,-14.799999999999999,-0.8810000000000001,0.09090909090909091,2.0,19.0,0.5,0.0,-0.19999999999999996,-11.2,8.0,0
2014,Wisconsin,Arizona,2.0,1.0,1.0,4.0,-3.0,10.0,8.0,-0.09999999999999432,-6.5702,-0.026999999999999913,-0.1999999999999993,-0.02200000000000013,0.05555555555555555,2.0,19.0,0.5,0.0,0.0,-2.4000000000000004,1.0,1
2014,Arizona,Wisconsin,1.0,2.0,-1.0,4.0,3.0,-10.0,-8.0,0.09999999999999432,6.5702,0.026999999999999913,0.1999999999999993,0.02200000000000013,0.9444444444444444,2.0,19.0,0.5,0.0,0.0,2.4000000000000004,-1.0,0
2015,Kentucky,Notre Dame,1.0,3.0,-2.0,4.0,8.0,-7.0,-9.0,0.29999999999999716,13.363000000000003,0.05599999999999994,16.35,0.19200000000000006,0.9333333333333333,0.0,10.0,0.5,0.0,0.09999999999999998,10.799999999999999,-2.0,1
2015,Notre Dame,Kentucky,3.0,1.0,2.0,4.0,-8.0,7.0,9.0,-0.29999999999999716,-13.363000000000003,-0.05599999999999994,-16.35,-0.19200000000000006,0.06666666666666667,0.0,10.0,0.5,0.0,-0.09999999999999998,-10.799999999999999,2.0,0
2015,Wisconsin,Arizona,1.0,2.0,-1.0,4.0,4.0,-1.0,-1.0,0.09999999999999432,1.210799999999999,0.009000000000000008,-0.6400000000000006,0.02200000000000013,0.9444444444444444,0.0,10.0,0.5,0.0,-0.09999999999999998,-8.7,-3.5,1
2015,Arizona,Wisconsin,2.0,1.0,1.0,4.0,-4.0,1.0,1.0,-0.09999999999999432,-1.210799999999999,-0.009000000000000008,0.6400000000000006,-0.02200000000000013,0.05555555555555555,0.0,10.0,0.5,0.0,0.09999999999999998,8.7,3.5,0
2016,Oklahoma,Oregon,2.0,1.0,1.0,4.0,1.0,5.0,-5.0,0.0,2.0642999999999994,0.03399999999999992,3.339999999999998,-0.02200000000000013,0.05555555555555555,0.0,13.0,0.5,0.0,-0.19999999999999996,-8.0,-0.5,1
2016,Oregon,Oklahoma,1.0,2.0,-1.0,4.0,-1.0,-5.0,5.0,0.0,-2.0642999999999994,-0.03399999999999992,-3.339999999999998,0.02200000000000013,0.9444444444444444,0.0,13.0,0.5,0.0,0.19999999999999996,8.0,0.5,0
2016,Villanova,Kansas,2.0,1.0,1.0,4.0,-8.0,1.0,4.0,-0.09999999999999432,-3.056899999999999,-0.0020000000000000018,-0.33000000000000185,-0.02200000000000013,0.05555555555555555,0.0,13.0,0.5,0.0,-0.19999999999999996,-1.299999999999999,-2.5,1
2016,Kansas,Villanova,1.0,2.0,-1.0,4.0,8.0,-1.0,-4.0,0.09999999999999432,3.056899999999999,0.0020000000000000018,0.33000000000000185,0.02200000000000013,0.9444444444444444,0.0,13.0,0.5,0.0,0.19999999999999996,1.299999999999999,2.5,0
2017,Gonzaga,Xavier,1.0,11.0,-10.0,4.0,34.0,-53.0,-39.0,21.599999999999994,17.734900000000003,0.10499999999999998,-3.1099999999999994,0.8810000000000001,0.9090909090909091,0.0,13.0,0.5,0.0,0.30000000000000004,15.599999999999998,-7.5,1
2017,Xavier,Gonzaga,11.0,1.0,10.0,4.0,-34.0,53.0,39.0,-21.599999999999994,-17.734900000000003,-0.10499999999999998,3.1099999999999994,-0.8810000000000001,0.09090909090909091,0.0,13.0,0.5,0.0,-0.30000000000000004,-15.599999999999998,7.5,0
2017,Oregon,Kansas,3.0,1.0,2.0,4.0,-15.0,5.0,6.0,-0.30000000000001137,-2.147400000000001,-0.02199999999999991,-1.6799999999999997,-0.19200000000000006,0.06666666666666667,0.0,13.0,0.5,0.0,0.0,-3.5,-1.5,1
2017,Kansas,Oregon,1.0,3.0,-2.0,4.0,15.0,-5.0,-6.0,0.30000000000001137,2.147400000000001,0.02199999999999991,1.6799999999999997,0.19200000000000006,0.9333333333333333,0.0,13.0,0.5,0.0,0.0,3.5,1.5,0
2018,Loyola-Chicago,Kansas St,11.0,9.0,2.0,4.0,,,,,,,,-0.0059999999999999915,0.1,0.0,15.0,0.5,0.0,0.30000000000000004,5.5,7.5,1
2018,Kansas St,Loyola-Chicago,9.0,11.0,-2.0,4.0,,,,,,,,0.0059999999999999915,0.9,0.0,15.0,0.5,0.0,-0.30000000000000004,-5.5,-7.5,0
2018,Michigan,Florida St,3.0,9.0,-6.0,4.0,,,,,,,,0.683,0.9090909090909091,0.0,15.0,0.5,0.0,0.4,13.1,-5.5,1
2018,Florida St,Michigan,9.0,3.0,6.0,4.0,,,,,,,,-0.683,0.09090909090909091,0.0,15.0,0.5,0.0,-0.4,-13.1,5.5,0
2019,Texas Tech,Gonzaga,3.0,1.0,2.0,4.0,16.0,9.0,6.0,-0.20000000000000284,-6.0411,-0.018000000000000016,-5.609999999999999,-0.19200000000000006,0.06666666666666667,0.0,11.0,0.5,0.0,0.0,-3.6999999999999993,-1.5,1
2019,Gonzaga,Texas Tech,1.0,3.0,-2.0,4.0,-16.0,-9.0,-6.0,0.20000000000000284,6.0411,0.018000000000000016,5.609999999999999,0.19200000000000006,0.9333333333333333,0.0,11.0,0.5,0.0,0.0,3.6999999999999993,1.5,0
2019,Virginia,Purdue,1.0,3.0,-2.0,4.0,14.0,-19.0,-8.7,0.4000000000000057,9.604,0.038000000000000034,6.040000000000003,0.19200000000000006,0.9333333333333333,0.0,11.0,0.5,0.0,0.09999999999999998,3.0,-6.0,1
2019,Purdue,Virginia,3.0,1.0,2.0,4.0,-14.0,19.0,8.7,-0.4000000000000057,-9.604,-0.038000000000000034,-6.040000000000003,-0.19200000000000006,0.06666666666666667,0.0,11.0,0.5,0.0,-0.09999999999999998,-3.0,6.0,0
2021,Houston,Oregon St,2.0,12.0,-10.0,4.0,,,,,,,,0.9309999999999999,0.9,0.0,18.0,0.5,0.0,0.09999999999999998,17.2,-8.0,1
2021,Oregon St,Houston,12.0,2.0,10.0,4.0,,,,,,,,-0.9309999999999999,0.1,0.0,18.0,0.5,0.0,-0.09999999999999998,-17.2,8.0,0
2021,Gonzaga,USC,1.0,6.0,-5.0,4.0,33.0,-11.0,-18.0,1.2000000000000028,14.3996,0.04699999999999993,12.56,0.687,0.9,0.0,18.0,0.5,0.0,0.30000000000000004,14.7,-1.0,1
2021,USC,Gonzaga,6.0,1.0,5.0,4.0,-33.0,11.0,18.0,-1.2000000000000028,-14.3996,-0.04699999999999993,-12.56,-0.687,0.1,0.0,18.0,0.5,0.0,-0.30000000000000004,-14.7,1.0,0
2022,Duke,Arkansas,2.0,4.0,-2.0,4.0,-10.0,-9.0,-7.699999999999999,0.20000000000000284,4.690999999999999,0.06299999999999994,0.8900000000000006,0.21899999999999997,0.9,1.0,17.0,0.5,0.0,0.0,4.9,1.5,1
2022,Arkansas,Duke,4.0,2.0,2.0,4.0,10.0,9.0,7.699999999999999,-0.20000000000000284,-4.690999999999999,-0.06299999999999994,-0.8900000000000006,-0.21899999999999997,0.1,1.0,17.0,0.5,0.0,0.0,-4.9,-1.5,0
2022,Villanova,Houston,2.0,5.0,-3.0,4.0,55.0,-3.0,5.3,1.2000000000000028,-2.386899999999997,-0.025999999999999912,0.3000000000000007,0.46699999999999997,0.9,1.0,17.0,0.5,0.0,0.0,-7.300000000000001,-7.0,1
2022,Houston,Villanova,5.0,2.0,3.0,4.0,-55.0,3.0,-5.3,-1.2000000000000028,2.386899999999997,0.025999999999999912,-0.3000000000000007,-0.46699999999999997,0.1,1.0,17.0,0.5,0.0,0.0,7.300000000000001,7.0,0
2023,Connecticut,Gonzaga,4.0,3.0,1.0,4.0,-2.0,9.0,-1.4000000000000004,-0.20000000000000284,1.0585000000000022,0.02199999999999991,-8.5,-0.049000000000000044,0.09090909090909091,0.0,14.0,0.5,0.0,-0.09999999999999998,-3.5999999999999996,1.0,1
2023,Gonzaga,Connecticut,3.0,4.0,-1.0,4.0,2.0,-9.0,1.4000000000000004,0.20000000000000284,-1.0585000000000022,-0.02199999999999991,8.5,0.049000000000000044,0.9090909090909091,0.0,14.0,0.5,0.0,0.09999999999999998,3.5999999999999996,-1.0,0
2023,FL Atlantic,Kansas St,9.0,3.0,6.0,4.0,,,,,,,,-0.683,0.09090909090909091,0.0,14.0,0.5,0.0,0.30000000000000004,13.899999999999999,2.0,1
2023,Kansas St,FL Atlantic,3.0,9.0,-6.0,4.0,,,,,,,,0.683,0.9090909090909091,0.0,14.0,0.5,0.0,-0.30000000000000004,-13.899999999999999,-2.0,0
2024,Alabama,Clemson,4.0,6.0,-2.0,4.0,-8.0,-26.0,-20.0,5.079999999999998,5.5457,0.04800000000000004,8.52,0.446,0.9,0.0,14.0,0.0,-8.0,-0.09999999999999998,-6.9,-5.5,1
2024,Clemson,Alabama,6.0,4.0,2.0,4.0,8.0,26.0,20.0,-5.079999999999998,-5.5457,-0.04800000000000004,-8.52,-0.446,0.1,0.0,14.0,1.0,8.0,0.09999999999999998,6.9,5.5,0
2024,Connecticut,Illinois,1.0,3.0,-2.0,4.0,11.0,-6.0,-9.5,0.1600000000000108,8.2259,0.04899999999999993,5.370000000000001,0.19200000000000006,0.9333333333333333,0.0,14.0,0.5,0.0,0.09999999999999998,12.2,0.0,1
2024,Illinois,Connecticut,3.0,1.0,2.0,4.0,-11.0,6.0,9.5,-0.1600000000000108,-8.2259,-0.04899999999999993,-5.370000000000001,-0.19200000000000006,0.06666666666666667,0.0,14.0,0.5,0.0,-0.09999999999999998,-12.2,0.0,0
2025,Duke,Alabama,1.0,2.0,-1.0,4.0,-7.0,-5.0,-4.4,0.04999999999999716,8.2454,0.019000000000000017,0.9299999999999997,0.02200000000000013,0.9444444444444444,0.0,8.0,0.5,0.0,0.30000000000000004,11.399999999999999,-1.5,1
2025,Alabama,Duke,2.0,1.0,1.0,4.0,7.0,5.0,4.4,-0.04999999999999716,-8.2454,-0.019000000000000017,-0.9299999999999997,-0.02200000000000013,0.05555555555555555,0.0,8.0,0.5,0.0,-0.30000000000000004,-11.399999999999999,1.5,0
2025,Florida,Texas Tech,1.0,3.0,-2.0,4.0,11.0,-18.0,-4.0,0.12000000000000455,7.770300000000002,0.016000000000000014,-3.7200000000000024,0.19200000000000006,0.9333333333333333,0.0,8.0,0.5,0.0,0.09999999999999998,4.299999999999999,0.5,1
2025,Texas Tech,Florida,3.0,1.0,2.0,4.0,-11.0,18.0,4.0,-0.12000000000000455,-7.770300000000002,-0.016000000000000014,3.7200000000000024,-0.19200000000000006,0.06666666666666667,0.0,8.0,0.5,0.0,-0.09999999999999998,-4.299999999999999,-0.5,0
